season,week,home_team,away_team,home_points,away_points,spread,neutral_site,venue,favorite,underdog,winner,underdog_win
2022,2,Husson,Plymouth State,0,17,0.0,False,Dr. John W. Winkin Sports Complex,Plymouth State,Husson,Plymouth State,0
2022,2,Ohio State,Arkansas State,45,12,0.0,False,Ohio Stadium,Arkansas State,Ohio State,Ohio State,1
2022,2,Cortland,College Of New Jersey,63,7,0.0,False,Stadium Red Field,College Of New Jersey,Cortland,Cortland,1
2022,2,Framingham State,St John Fisher University,31,20,0.0,False,Bowditch Field,St John Fisher University,Framingham State,Framingham State,1
2022,2,Kutztown University,PennWest California,24,19,0.0,False,Andre Reed Stadium,PennWest California,Kutztown University,Kutztown University,1
2022,2,Utica,Kean,21,15,0.0,False,Charles A. Gaetano Stadium,Kean,Utica,Utica,1
2022,2,Northwestern,Duke,23,31,0.0,False,Ryan Field,Duke,Northwestern,Duke,0
2022,2,Anna Maria College,UMass Dartmouth,63,48,0.0,False,Caparso Field,UMass Dartmouth,Anna Maria College,Anna Maria College,1
2022,2,Albion,Bluffton,51,2,0.0,False,Sprankle-Sprandel Stadium,Bluffton,Albion,Albion,1
2022,2,Hiram College,Wooster,21,49,0.0,False,Charles A. Henry Field,Wooster,Hiram College,Wooster,0
2022,2,Oberlin,Reading,35,38,0.0,False,Austin E. Knowlton Athletics Complex,Reading,Oberlin,Reading,0
2022,2,Hilbert College,Denison University,0,63,0.0,True,,Denison University,Hilbert College,Denison University,0
2022,2,Otterbein,Heidelberg,7,34,0.0,False,"Memorial Stadium (Westerville, OH)",Heidelberg,Otterbein,Heidelberg,0
2022,2,Norwich,St. Lawrence,19,30,0.0,False,Sabine Field at Haynes Family Stadium,St. Lawrence,Norwich,St. Lawrence,0
2022,2,Notre Dame College,Wheeling,27,14,0.0,False,Mueller Field,Wheeling,Notre Dame College,Notre Dame College,1
2022,2,Duquesne,Thomas More College,34,14,0.0,False,Arthur J. Rooney Athletic Field,Thomas More College,Duquesne,Duquesne,1
2022,2,Shepherd,Edinboro University,41,7,0.0,False,Ram Stadium (WV),Edinboro University,Shepherd,Shepherd,1
2022,2,Army,UTSA,38,41,0.0,False,Michie Stadium,UTSA,Army,UTSA,0
2022,2,Shorter,Catawba,34,21,0.0,False,Barron Stadium,Catawba,Shorter,Shorter,1
2022,2,NC State,Charleston Southern,55,3,0.0,False,Carter-Finley Stadium,Charleston Southern,NC State,NC State,1
2022,2,Union (NY),Worcester St,76,7,0.0,False,Frank Bailey Field,Worcester St,Union (NY),Union (NY),1
2022,2,Kalamazoo,Kenyon,24,21,0.0,False,Angell Field,Kenyon,Kalamazoo,Kalamazoo,1
2022,2,Lebanon Valley,Lycoming,20,21,0.0,False,Arnold Field (PA),Lycoming,Lebanon Valley,Lycoming,0
2022,2,Adrian,Hanover College,33,0,0.0,False,Docking Stadium,Hanover College,Adrian,Adrian,1
2022,2,Lenoir-Rhyne,Ferris State,5,27,0.0,False,Helen and Leonard Moretz Stadium,Ferris State,Lenoir-Rhyne,Ferris State,0
2022,2,Central Michigan,South Alabama,24,38,0.0,False,Kelly/Shorts Stadium,South Alabama,Central Michigan,South Alabama,0
2022,2,Concord University,Glenville State,21,7,0.0,False,Callaghan Stadium,Glenville State,Concord University,Concord University,1
2022,2,Biddeford,Bridgewater State,38,23,0.0,False,Blue Storm Stadium,Bridgewater State,Biddeford,Biddeford,1
2022,2,Northern Michigan,Wisconsin-Oshkosh,13,10,0.0,False,Superior Dome,Wisconsin-Oshkosh,Northern Michigan,Northern Michigan,1
2022,2,Olivet College,Eureka College,54,14,0.0,False,Cutler Field,Eureka College,Olivet College,Olivet College,1
2022,2,Juniata College,McDaniel College,19,35,0.0,False,Knox Stadium,McDaniel College,Juniata College,McDaniel College,0
2022,2,Muhlenberg,Dickinson (PA),34,21,0.0,False,Scotty Wood Stadium,Dickinson (PA),Muhlenberg,Muhlenberg,1
2022,2,Western New England,Westfield State,38,14,0.0,False,Golden Bear Stadium,Westfield State,Western New England,Western New England,1
2022,2,Misericordia,Keystone,38,20,0.0,False,Mangelsdorf Field,Keystone,Misericordia,Misericordia,1
2022,2,Stevenson,Salisbury,35,21,0.0,False,Mustang Stadium,Salisbury,Stevenson,Stevenson,1
2022,2,SUNY Morrisville,Hobart College,24,13,0.0,False,Drake Field (NY),Hobart College,SUNY Morrisville,SUNY Morrisville,1
2022,2,Susquehanna,Franklin & Marshall,39,36,0.0,False,Amos Alonzo Stagg Field (PA),Franklin & Marshall,Susquehanna,Susquehanna,1
2022,2,Saint Vincent,Washington & Jefferson,21,52,0.0,False,Chuck Noll Field,Washington & Jefferson,Saint Vincent,Washington & Jefferson,0
2022,2,Long Island University,Villanova,21,38,0.0,False,Bethpage Federal Credit Union Stadium,Villanova,Long Island University,Villanova,0
2022,2,Hampden-Sydney,Widener,27,31,0.0,False,Lewis C. Everett Stadium,Widener,Hampden-Sydney,Widener,0
2022,2,Ithaca College,Brockport,24,0,0.0,False,Butterfield Stadium,Brockport,Ithaca College,Ithaca College,1
2022,2,Gallaudet,Greensboro College,31,14,0.0,False,Hotchkiss Field,Greensboro College,Gallaudet,Gallaudet,1
2022,2,Moravian,Gettysburg,43,28,0.0,False,Rocco Calvo Field,Gettysburg,Moravian,Moravian,1
2022,2,Wisconsin-Whitewater,Mary Hardin-Baylor,28,24,0.0,False,Perkins Stadium,Mary Hardin-Baylor,Wisconsin-Whitewater,Wisconsin-Whitewater,1
2022,2,Concordia University Chicago,Finlandia University,45,7,0.0,False,Concordia Stadium,Finlandia University,Concordia University Chicago,Concordia University Chicago,1
2022,2,Waynesburg,Case Western Reserve,31,45,0.0,False,John F. Wiley Stadium,Case Western Reserve,Waynesburg,Case Western Reserve,0
2022,2,Grove City College,Geneva,55,17,0.0,False,Robert E. Thorn Field,Geneva,Grove City College,Grove City College,1
2022,2,Westminster (PA),Bethany (WV),42,3,0.0,False,Memorial Field (PA),Bethany (WV),Westminster (PA),Westminster (PA),1
2022,2,Fort Valley State,Kentucky State,9,7,0.0,True,Finley Stadium,Kentucky State,Fort Valley State,Fort Valley State,1
2022,2,Frostburg State,West Virginia State,18,7,0.0,False,Bobcat Stadium (MD),West Virginia State,Frostburg State,Frostburg State,1
2022,2,Black Hills State,William Jewell,38,19,0.0,False,Lyle Hare Stadium,William Jewell,Black Hills State,Black Hills State,1
2022,2,Catholic,Randolph-Macon,7,41,0.0,False,Cardinal Stadium (DC),Randolph-Macon,Catholic,Randolph-Macon,0
2022,2,Hope College,Coe College,33,24,0.0,False,Ray and Sue Smith Stadium,Coe College,Hope College,Hope College,1
2022,2,Presbyterian,Virginia University Of Lynchburg,21,13,0.0,False,Bailey Memorial Stadium,Virginia University Of Lynchburg,Presbyterian,Presbyterian,1
2022,2,Rensselaer,Carnegie Mellon,7,10,0.0,False,ECAV Stadium,Carnegie Mellon,Rensselaer,Carnegie Mellon,0
2022,2,Ursinus,Johns Hopkins University,29,36,0.0,False,Patterson Field,Johns Hopkins University,Ursinus,Johns Hopkins University,0
2022,2,Wabash College,North Central College,12,56,0.0,False,Little Giant Stadium,North Central College,Wabash College,North Central College,0
2022,2,Sewanee,Washington and Lee,0,44,0.0,False,Hardee-McGee Field,Washington and Lee,Sewanee,Washington and Lee,0
2022,2,Saginaw Valley State,Bowie State,40,12,0.0,False,Harvey Randall Wickes Memorial Stadium,Bowie State,Saginaw Valley State,Saginaw Valley State,1
2022,2,Ferrum,Muskingum University,3,31,0.0,False,W.B. Adams Stadium,Muskingum University,Ferrum,Muskingum University,0
2022,2,Stonehill,Post University,76,0,0.0,False,W.B. Mason Stadium,Post University,Stonehill,Stonehill,1
2022,2,Northwood (MI),Madonna University,38,0,0.0,False,Hantz Stadium,Madonna University,Northwood (MI),Northwood (MI),1
2022,2,Carson-Newman College,Franklin Pierce,27,6,0.0,False,Burke-Tarr Stadium,Franklin Pierce,Carson-Newman College,Carson-Newman College,1
2022,2,Mississippi College,Keiser University,26,8,0.0,False,Robinson-Hale Stadium,Keiser University,Mississippi College,Mississippi College,1
2022,2,New Haven,Southern Connecticut State,31,26,0.0,False,Ralph F. DellaCamera Stadium,Southern Connecticut State,New Haven,New Haven,1
2022,2,Shippensburg,Seton Hill,36,17,0.0,False,Seth Grove Stadium,Seton Hill,Shippensburg,Shippensburg,1
2022,2,Tiffin,Ohio Dominican,28,13,0.0,False,Frost-Kalnow Stadium,Ohio Dominican,Tiffin,Tiffin,1
2022,2,St. Augustine's,Limestone,14,73,0.0,False,George Williams Athletic Complex,Limestone,St. Augustine's,Limestone,0
2022,2,Central State (OH),Lincoln (PA),21,26,0.0,False,McPherson Memorial Stadium,Lincoln (PA),Central State (OH),Lincoln (PA),0
2022,2,MIT,Salve Regina,10,13,0.0,False,Henry G. Steinbrenner '27 Stadium,Salve Regina,MIT,Salve Regina,0
2022,2,Maine,Colgate,18,21,0.0,False,Alfond Stadium,Colgate,Maine,Colgate,0
2022,2,Monmouth,Fordham,49,52,0.0,False,Kessler Stadium,Fordham,Monmouth,Fordham,0
2022,2,Chowan,Greeneville,21,23,0.0,False,Garrison Stadium,Greeneville,Chowan,Greeneville,0
2022,2,Hartwick,Kings College (PA),10,17,0.0,False,Wright Stadium,Kings College (PA),Hartwick,Kings College (PA),0
2022,2,Thiel,Allegheny,6,34,0.0,False,Alumni Stadium (PA),Allegheny,Thiel,Allegheny,0
2022,2,Coast Guard,Curry College,22,16,0.0,False,Cadet Memorial Field,Curry College,Coast Guard,Coast Guard,1
2022,2,VMI,Bucknell,24,14,0.0,False,Alumni Memorial Field,Bucknell,VMI,VMI,1
2022,2,Wilmington (OH),Baldwin Wallace,12,13,0.0,False,Wiliams Stadium (OH),Baldwin Wallace,Wilmington (OH),Baldwin Wallace,0
2022,2,Utah,Southern Utah,73,7,0.0,False,Rice-Eccles Stadium,Southern Utah,Utah,Utah,1
2022,2,Temple,Lafayette,30,14,0.0,False,Lincoln Financial Field,Lafayette,Temple,Temple,1
2022,2,Illinois Wesleyan,Ohio Wesleyan,45,21,0.0,False,Tucci Stadium,Ohio Wesleyan,Illinois Wesleyan,Illinois Wesleyan,1
2022,2,St. Norbert,Wisconsin-Stevens Pt,21,14,0.0,False,Donald J. Schneider Stadium,Wisconsin-Stevens Pt,St. Norbert,St. Norbert,1
2022,2,McMurry,Millsaps,13,27,0.0,False,Wilford Moore Stadium,Millsaps,McMurry,Millsaps,0
2022,2,Youngstown State,Dayton,49,16,0.0,False,Stambaugh Stadium,Dayton,Youngstown State,Youngstown State,1
2022,2,Saint John's (MN),Wisconsin-River Falls,37,34,0.0,False,Clemens Stadium,Wisconsin-River Falls,Saint John's (MN),Saint John's (MN),1
2022,2,Grinnell,Monmouth (IL),0,48,0.0,False,Rosenbloom Field,Monmouth (IL),Grinnell,Monmouth (IL),0
2022,2,Hamline University,Minnesota Morris,34,21,0.0,False,Klas Field,Minnesota Morris,Hamline University,Hamline University,1
2022,2,Illinois College,Chicago,14,40,0.0,False,England Stadium,Chicago,Illinois College,Chicago,0
2022,2,Aurora,Franklin,49,16,0.0,False,Vago Field,Franklin,Aurora,Aurora,1
2022,2,Greenville,Rockford,40,30,0.0,False,Francis Field (IL),Rockford,Greenville,Greenville,1
2022,2,St. Olaf,Luther,55,27,0.0,False,Klein Field at Manitou,Luther,St. Olaf,St. Olaf,1
2022,2,Beloit,Cornell College (IA),14,35,0.0,False,Strong Stadium,Cornell College (IA),Beloit,Cornell College (IA),0
2022,2,Bridgewater (VA),Southern Virginia,58,10,0.0,False,Jopson Athletic Complex,Southern Virginia,Bridgewater (VA),Bridgewater (VA),1
2022,2,Castleton,Fitchburg State,48,0,0.0,False,Dave Wolk Stadium,Fitchburg State,Castleton,Castleton,1
2022,2,Wisconsin-Platteville,Bethel (MN),10,7,0.0,False,Ralph E. Davis Pioneer Stadium,Bethel (MN),Wisconsin-Platteville,Wisconsin-Platteville,1
2022,2,Ball State,Western Michigan,30,37,0.0,False,Scheumann Stadium,Western Michigan,Ball State,Western Michigan,0
2022,2,Concordia-Wisconsin,Northwestern (MN),28,14,0.0,False,Tomasini Stadium,Northwestern (MN),Concordia-Wisconsin,Concordia-Wisconsin,1
2022,2,South Dakota Mines,Truman State,20,27,0.0,False,O'Harra Stadium,Truman State,South Dakota Mines,Truman State,0
2022,2,Central College,Wisconsin-Eau Claire,31,13,0.0,False,Ron and Joyce Schipper Stadium,Wisconsin-Eau Claire,Central College,Central College,1
2022,2,Sioux Falls,Minot State,34,0,0.0,False,Bob Young Field,Minot State,Sioux Falls,Sioux Falls,1
2022,2,Carleton,Crown College,84,20,0.0,False,Laird Stadium,Crown College,Carleton,Carleton,1
2022,2,St. Thomas (MN),Michigan Tech,32,6,0.0,False,O'Shaughnessy Stadium,Michigan Tech,St. Thomas (MN),St. Thomas (MN),1
2022,2,Drake,Missouri S&T,14,17,0.0,False,Drake Stadium,Missouri S&T,Drake,Missouri S&T,0
2022,2,Bloomsburg,Clarion,42,3,0.0,False,Robert B. Redman Stadium,Clarion,Bloomsburg,Bloomsburg,1
2022,2,Winona State,University of Mary,25,17,0.0,False,Altra Federal Credit Union Stadium,University of Mary,Winona State,Winona State,1
2022,2,Mayville State,Nebraska Wesleyan,55,48,0.0,True,,Nebraska Wesleyan,Mayville State,Mayville State,1
2022,2,Augustana University (SD),Bemidji State,30,29,0.0,False,Kirkeby-Over Stadium,Bemidji State,Augustana University (SD),Augustana University (SD),1
2022,2,Colorado School Of Mines,Angelo State,27,30,0.0,False,Marv Kay Stadium at Campbell Field,Angelo State,Colorado School Of Mines,Angelo State,0
2022,2,Lakeland,Buena Vista,34,41,0.0,False,Taylor Field,Buena Vista,Lakeland,Buena Vista,0
2022,2,McKendree,Delta State,34,58,0.0,False,Leemon Field,Delta State,McKendree,Delta State,0
2022,2,Washington University (St. Louis),Hendrix College,52,7,0.0,False,Francis Field (MO),Hendrix College,Washington University (St. Louis),Washington University (St. Louis),1
2022,2,Austin,Rhodes College,7,23,0.0,False,Jerry E. Apple Stadium,Rhodes College,Austin,Rhodes College,0
2022,2,Westminster College (MO),Iowa Wesleyan,6,41,0.0,False,Blue Jay Stadium,Iowa Wesleyan,Westminster College (MO),Iowa Wesleyan,0
2022,2,Fort Lewis,Phoenix,12,52,0.0,False,Ray Dennison Memorial Field,Phoenix,Fort Lewis,Phoenix,0
2022,2,Notre Dame,Marshall,21,26,0.0,False,Notre Dame Stadium,Marshall,Notre Dame,Marshall,0
2022,2,St. Anselm,American International,56,7,0.0,False,Grappone Stadium,American International,St. Anselm,St. Anselm,1
2022,2,Lincoln (MO),Northwest Missouri St,20,58,0.0,False,Dwight T. Reed Stadium,Northwest Missouri St,Lincoln (MO),Northwest Missouri St,0
2022,2,Lane College,Benedict College,0,14,0.0,False,Lane Field,Benedict College,Lane College,Benedict College,0
2022,2,Albright,Western Connecticut St,14,28,0.0,False,Gene L. Shirk Stadium,Western Connecticut St,Albright,Western Connecticut St,0
2022,2,Willamette,La Verne,26,14,0.0,False,McCulloch Stadium,La Verne,Willamette,Willamette,1
2022,2,Navy,Memphis,13,37,0.0,False,Navy-Marine Corps Memorial Stadium,Memphis,Navy,Memphis,0
2022,2,Cincinnati,Kennesaw State,63,10,0.0,False,Nippert Stadium,Kennesaw State,Cincinnati,Cincinnati,1
2022,2,Pittsburgh,Tennessee,27,34,0.0,False,Acrisure Stadium,Tennessee,Pittsburgh,Tennessee,0
2022,2,North Dakota State,North Carolina A&T,43,3,0.0,False,Fargodome,North Carolina A&T,North Dakota State,North Dakota State,1
2022,2,Texas A&M,App State,14,17,0.0,False,Kyle Field,App State,Texas A&M,App State,0
2022,2,Montana State,Morehead State,63,13,0.0,False,Bobcat Stadium,Morehead State,Montana State,Montana State,1
2022,2,Wisconsin,Washington State,14,17,0.0,False,Camp Randall Stadium,Washington State,Wisconsin,Washington State,0
2022,2,Air Force,Colorado,41,10,0.0,False,Falcon Stadium,Colorado,Air Force,Air Force,1
2022,2,Montana,South Dakota,24,7,0.0,False,Washington-Grizzly Stadium,South Dakota,Montana,Montana,1
2022,2,Clemson,Furman,35,12,0.0,False,"Memorial Stadium (Clemson, SC)",Furman,Clemson,Clemson,1
2022,2,Charlotte,Maryland,21,56,0.0,False,Jerry Richardson Stadium,Maryland,Charlotte,Maryland,0
2022,2,Bethune-Cookman,South Carolina State,9,33,0.0,False,Municipal Stadium,South Carolina State,Bethune-Cookman,South Carolina State,0
2022,2,James Madison,Norfolk State,63,7,0.0,False,Bridgeforth Stadium,Norfolk State,James Madison,James Madison,1
2022,2,California,UNLV,20,14,0.0,False,California Memorial Stadium,UNLV,California,California,1
2022,2,Wyoming,Northern Colorado,33,10,0.0,False,War Memorial Stadium,Northern Colorado,Wyoming,Wyoming,1
2022,2,Rutgers,Wagner,66,7,0.0,False,SHI Stadium,Wagner,Rutgers,Rutgers,1
2022,2,The Citadel,East Tennessee State,20,17,0.0,False,Johnson Hagood Stadium,East Tennessee State,The Citadel,The Citadel,1
2022,2,Clark Atlanta,ERSKINE,19,23,0.0,False,CAU Panther Stadium,ERSKINE,Clark Atlanta,ERSKINE,0
2022,2,Elizabeth City State,Livingstone,0,19,0.0,True,Rocky Mount Athletic Complex,Livingstone,Elizabeth City State,Livingstone,0
2022,2,Upper Iowa University,Minnesota State Moorhead,21,24,0.0,False,Harms-Eischeid Stadium,Minnesota State Moorhead,Upper Iowa University,Minnesota State Moorhead,0
2022,2,Bentley,Pace,41,20,0.0,False,Bentley University Football Stadium,Pace,Bentley,Bentley,1
2022,2,Colorado State,Middle Tennessee,19,34,0.0,False,Canvas Stadium,Middle Tennessee,Colorado State,Middle Tennessee,0
2022,2,Texas Tech,Houston,33,30,0.0,False,Jones AT&T Stadium,Houston,Texas Tech,Texas Tech,1
2022,2,Bowling Green,Eastern Kentucky,57,59,0.0,False,Doyt L. Perry Stadium,Eastern Kentucky,Bowling Green,Eastern Kentucky,0
2022,2,Iowa,Iowa State,7,10,0.0,False,Kinnick Stadium,Iowa State,Iowa,Iowa State,0
2022,2,Whitworth,Eastern Oregon,33,7,0.0,False,The Pine Bowl,Eastern Oregon,Whitworth,Whitworth,1
2022,2,North Dakota,Northern Iowa,29,27,0.0,False,Alerus Center,Northern Iowa,North Dakota,North Dakota,1
2022,2,Austin Peay,Mississippi Valley State,41,0,0.0,False,Governors Stadium,Mississippi Valley State,Austin Peay,Austin Peay,1
2022,2,Purdue,Indiana State,56,0,0.0,False,Ross-Ade Stadium,Indiana State,Purdue,Purdue,1
2022,2,Washington,Portland State,52,6,0.0,False,Husky Stadium,Portland State,Washington,Washington,1
2022,2,Illinois,Virginia,24,3,0.0,False,"Memorial Stadium (Champaign, IL)",Virginia,Illinois,Illinois,1
2022,2,Claremont-Mudd-Scripps College,Whittier,42,0,0.0,False,Fritz B. Burns Stadium,Whittier,Claremont-Mudd-Scripps College,Claremont-Mudd-Scripps College,1
2022,2,Michigan State,Akron,52,0,0.0,False,Spartan Stadium,Akron,Michigan State,Michigan State,1
2022,2,Georgia,Samford,33,0,0.0,False,Sanford Stadium,Samford,Georgia,Georgia,1
2022,2,Western Oregon,Lincoln (CA),42,10,0.0,False,McArthur Field,Lincoln (CA),Western Oregon,Western Oregon,1
2022,2,Valdosta State,Virginia Union,40,45,0.0,False,Bazemore-Hyder Stadium,Virginia Union,Valdosta State,Virginia Union,0
2022,2,Georgetown,Lehigh,19,21,0.0,False,Cooper Field,Lehigh,Georgetown,Lehigh,0
2022,2,Cal Poly,San Diego,28,27,0.0,False,Alex G. Spanos Stadium,San Diego,Cal Poly,Cal Poly,1
2022,2,UCLA,Alabama State,45,7,0.0,False,Rose Bowl,Alabama State,UCLA,UCLA,1
2022,2,Richmond,St. Francis (PA),31,21,0.0,False,E. Claiborne Robins Stadium,St. Francis (PA),Richmond,Richmond,1
2022,2,Nevada,Incarnate Word,41,55,0.0,False,Mackay Stadium,Incarnate Word,Nevada,Incarnate Word,0
2022,2,Alfred State,University of Rochester (NY),17,30,0.0,False,Pioneer Stadium,University of Rochester (NY),Alfred State,University of Rochester (NY),0
2022,2,Central Connecticut,Sacred Heart,10,14,0.0,False,Arute Field,Sacred Heart,Central Connecticut,Sacred Heart,0
2022,2,Stetson,Louisiana College,45,14,0.0,False,Spec Martin Municipal Stadium,Louisiana College,Stetson,Stetson,1
2022,2,Morehouse College,West Georgia,0,42,0.0,False,B.T. Harvey Stadium,West Georgia,Morehouse College,West Georgia,0
2022,2,Wofford,Elon,0,26,0.0,False,Gibbs Stadium,Elon,Wofford,Elon,0
2022,2,Berry College,Lagrange College,56,10,0.0,False,Valhalla Stadium,Lagrange College,Berry College,Berry College,1
2022,2,Anderson (IN),Depauw,0,55,0.0,False,Macholtz Stadium,Depauw,Anderson (IN),Depauw,0
2022,2,BLUEFIELD,Emory & Henry College,33,41,0.0,True,Mitchell Stadium,Emory & Henry College,BLUEFIELD,Emory & Henry College,0
2022,2,Miami (OH),Robert Morris,31,14,0.0,False,Yager Stadium,Robert Morris,Miami (OH),Miami (OH),1
2022,2,Delaware,Delaware State,35,9,0.0,False,Delaware Stadium,Delaware State,Delaware,Delaware,1
2022,2,William & Mary,Campbell,37,21,0.0,False,Zable Stadium,Campbell,William & Mary,William & Mary,1
2022,2,East Carolina,Old Dominion,39,21,0.0,False,Dowdy-Ficklen Stadium,Old Dominion,East Carolina,East Carolina,1
2022,2,Butler,Taylor,45,10,0.0,False,Butler Bowl,Taylor,Butler,Butler,1
2022,2,Alma,Manchester,49,7,0.0,False,Bahlke Field,Manchester,Alma,Alma,1
2022,2,Florida Atlantic,SE Louisiana,42,9,0.0,False,FAU Stadium,SE Louisiana,Florida Atlantic,Florida Atlantic,1
2022,2,Bryant,Rhode Island,21,35,0.0,False,Bulldog Stadium,Rhode Island,Bryant,Rhode Island,0
2022,2,Allen,Johnson C Smith,0,0,0.0,False,W.C. Hawkins Stadium,Johnson C Smith,Allen,tie,0
2022,2,Wayne State (MI),Shaw,30,22,0.0,False,Tom Adams Field,Shaw,Wayne State (MI),Wayne State (MI),1
